2021-10-30,1359063,0
2021-10-30,1395232,36169
2021-10-30,3790278,85537
2021-10-30,3815238,24960
2021-10-30,3844178,28940
2021-10-30,3872942,28764
2021-10-30,3902575,29633
2021-10-30,3930840,28265
2021-10-30,3963038,32198
2021-10-30,3995992,32954
2021-10-30,4136936,140944
2021-10-30,4198577,61641
2021-10-30,4237088,38511
2021-10-30,4287695,50607
2021-10-30,4314023,26328
2021-10-30,4346150,32127
2021-10-30,4366493,20343
2021-10-30,4393151,26658
2021-10-30,4412698,19547
2021-10-30,4444037,31339
2021-10-31,4462482,18445
2021-10-31,4603112,140630
2021-10-31,4624133,21021
2021-10-31,4639908,15775
2021-10-31,4657355,17447
2021-10-31,4937865,280510
2021-10-31,4953054,15189
2021-10-31,5458607,505553
2021-10-31,6477299,1018692
2021-10-31,6489267,11968
2021-10-31,6500701,11434
2021-10-31,6513883,13182
2021-10-31,6526275,12392
2021-10-31,6538723,12448
2021-10-31,6548116,9393
2021-10-31,6556140,8024
2021-10-31,6565119,8979
2021-10-31,6571401,6282
2021-10-31,6578822,7421
2021-10-31,6585402,6580
2021-10-31,6591685,6283
2021-10-31,6599427,7742
2021-10-31,6609515,10088
2021-10-31,6618013,8498
2021-10-31,6625206,7193
2021-10-31,6636250,11044
2021-10-31,6643791,7541
2021-10-31,6650817,7026
2021-10-31,6660272,9455
2021-10-31,6668826,8554
2021-10-31,6679842,11016
2021-10-31,6691133,11291
2021-10-31,6702922,11789
2021-10-31,6715667,12745
2021-10-31,6730311,14644
2021-10-31,6864531,134220
2021-10-31,6884620,20089
2021-10-31,6902237,17617
2021-10-31,6915507,13270
2021-10-31,6927840,12333
2021-10-31,6942194,14354
2021-10-31,6954378,12184
2021-10-31,6970294,15916
2021-10-31,6985334,15040
2021-10-31,8199083,1213749
2021-10-31,8211532,12449
2021-10-31,8223106,11574
2021-10-31,8233934,10828
2021-10-31,8241952,8018
2021-10-31,8252181,10229
2021-11-01,8268591,16410
2021-11-01,8279307,10716
2021-11-01,8287535,8228
2021-11-01,8299142,11607
2021-11-01,8309045,9903
2021-11-01,8322639,13594
2021-11-01,8589367,266728
2021-11-01,8604904,15537
2021-11-01,8613155,8251
2021-11-01,8622086,8931
2021-11-01,8629520,7434
2021-11-01,8636058,6538
2021-11-01,8643515,7457
2021-11-01,8651098,7583
2021-11-01,8660251,9153
2021-11-01,8664924,4673
2021-11-01,8669030,4106
2021-11-01,8674212,5182
2021-11-01,8828532,154320
2021-11-01,8834129,5597
2021-11-01,8840139,6010
2021-11-01,8846281,6142
2021-11-01,8855506,9225
2021-11-01,8862936,7430
2021-11-01,8883120,20184
2021-11-01,8894920,11800
2021-11-01,8903172,8252
2021-11-01,8913015,9843
2021-11-01,8923904,10889
2021-11-01,8933372,9468
2021-11-01,8948472,15100
